RegionID,SizeRank,Neighborhood,RegionType,StateName,State,City,Metro,CountyName,crime,Year,Type
154775,322,Hyde Park,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,6,2020,crime
54232,148,Roxbury,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,5,2020,crime
155633,292,South Boston,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,6,2020,crime
37575,235,Brighton,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,4,2020,crime
274702,429,North Dorchester,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,3,2020,crime
153989,1739,Beacon Hill,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,6,2020,crime
154795,214,Jamaica Plain,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,5,2020,crime
416396,2254,Chinatown,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,5,2020,crime
154380,13048,Downtown Crossing,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,4,2020,crime
270824,5321,Downtown,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,4,2020,crime
153980,6106,Bay Village,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,4,2020,crime
273181,2948,West End,Neighborhood,MA,MA,Boston,Boston-Cambridge-Newton,Suffolk County,5,2020,crime
403296,4315,Lathrop Homes,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403298,4695,Goose Island,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269615,511,West Town,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269597,436,Near North,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269567,6098,Andersonville,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403145,392,Bronzeville,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403344,6905,Dearborn Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403343,8591,Printers Row,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
138129,2493,Dunning,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403146,321,Back of the Yards,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403345,9870,South Commons,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
403320,11090,Greektown,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269608,285,South Shore,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
269578,271,Edgewater,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
273035,268,Bridgeport,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269585,261,Humboldt Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
269607,259,South Loop,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
275083,231,Portage Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269588,224,Jefferson Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403313,3686,Fulton River District,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403297,8707,River West,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
33597,608,Ravenswood,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403299,662,Streeterville,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,7,2020,crime
403262,1699,Budlong Woods,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403307,1600,Wrightwood Neighbors,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403304,2522,Old Town Triangle,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403306,1505,Sheffield Neighbors,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403292,1494,Roscoe Village,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269602,1439,Norwood Park East,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,7,2020,crime
403301,1436,Old Town,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269593,1282,The Loop,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269590,1026,Lincoln Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269587,970,Irving Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403303,968,Gold Coast,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403322,2726,West Loop Gate,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
403280,15425,Schorsch Forest View,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
403342,2830,New Eastside,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
269603,882,O'Hare,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
403141,782,University Village - Little Italy,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
269573,774,Avondale,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403300,3091,River North,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
137841,737,Clearing,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269586,692,Hyde Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
137603,689,Bucktown,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,6,2020,crime
269600,653,North Center,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269599,889,Near West Side,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
403325,906,Galewood,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,2,2020,crime
269566,154,Albany Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269609,159,Uptown,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
269592,53,Logan Square,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,5,2020,crime
269605,171,Rogers Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,3,2020,crime
403169,106,West Rogers Park,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
269589,163,Lake View,Neighborhood,IL,IL,Chicago,Chicago-Naperville-Elgin,Cook County,4,2020,crime
269977,3813,Downtown,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,3,2020,crime
274112,3468,Islandview,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,4,2020,crime
269950,7419,Art Center,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,3,2020,crime
270028,2346,Midtown,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,5,2020,crime
276225,11412,Brush Park,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,3,2020,crime
270055,11639,Rivertown,Neighborhood,MI,MI,Detroit,Detroit-Warren-Dearborn,Wayne County,3,2020,crime
268010,1374,Atwater Village,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268551,456,Valley Village,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
38888,488,Harbor City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268097,493,Crenshaw,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,2,2020,crime
274359,440,Los Feliz,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
27484,457,Tujunga,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
116206,368,Lincoln Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
403192,413,Harvard Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268548,131,Valley Glen,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,2,2020,crime
27431,1780,Toluca Lake,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,7,2020,crime
114808,382,Eagle Rock,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
115836,379,Jefferson Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
27080,85,Sherman Oaks,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
113910,360,Brentwood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
268316,2365,Montecito Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
21056,351,Venice,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
268103,1502,Cypress Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
274514,62,Mid City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268134,529,Echo Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
13176,112,Panorama City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
48570,83,Woodland Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268236,82,Koreatown,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
116774,750,Mount Washington,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
40215,86,Pacoima,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
27328,866,Sunland,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
54300,79,San Pedro,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
276514,886,Playa Del Rey,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
276023,99,Westlake,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
40548,100,Reseda,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
46795,78,North Hollywood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
113886,75,Boyle Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
268057,628,Central City East,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
34213,74,Sylmar,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
41131,68,Sun Valley,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
41466,64,Van Nuys,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
275024,556,Pico-Robertson,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
273825,540,Glassell Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
19810,538,Pacific Palisades,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
118887,1179,West Los Angeles,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
113749,1200,Beverly Crest,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
117954,338,Sawtelle,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268581,502,West Adams,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,2,2020,crime
274049,333,Hollywood Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268404,770,Pico-Union,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
115729,330,Park Mesa Heights,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
114246,3269,Century City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
48516,155,Wilmington,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
30731,157,Canoga Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,2,2020,crime
13327,3731,Playa Vista,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
403184,331,Del Rey,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
274517,258,Mid Wilshire,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
273930,255,Harbor Gateway,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
118849,253,Watts,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
116415,238,Mar Vista,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
47950,283,Tarzana,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
32059,18,Hollywood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
114914,219,El Sereno,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
117183,217,Palms,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
276450,208,Mid City West,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
51906,201,Encino,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
32368,199,Lake Balboa,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
27987,195,Winnetka,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
268496,8,Southeast Los Angeles,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
115609,181,Highland Park,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
118208,4,South Los Angeles,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
273197,165,Central City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268588,288,West Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
118920,160,Westwood,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
403191,2819,Elysian Valley,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
37835,304,Chatsworth,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
13017,136,North Hills,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
7877,301,Westchester,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,4,2020,crime
268118,312,Downtown,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,3,2020,crime
268473,296,Silver Lake,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,5,2020,crime
47880,298,Studio City,Neighborhood,CA,CA,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles County,6,2020,crime
270841,5608,DUMBO,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
35961,1012,Rockaway Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
199001,17,Williamsburg,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
270875,66,Lower East Side,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
272902,16,Bedford Stuyvesant,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
18131,70,Flushing,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
270968,914,Windsor Terrace,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
270945,40,Sunset Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
272816,14,Astoria,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,3,2020,crime
195267,25,Harlem,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,3,2020,crime
194430,9,East New York,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,2,2020,crime
272869,887,Battery Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
196620,2810,New Springville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,2,2020,crime
10957,38,Corona,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,3,2020,crime
270885,828,Midtown,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,3,2020,crime
194379,35,East Flatbush,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,2,2020,crime
273903,819,Greenwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
270957,5,Upper East Side,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
343206,2659,Woodlawn,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,4,2020,crime
193587,34,Bushwick,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
198687,11,Washington Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,3,2020,crime
32192,1058,Jamaica Estates,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
343219,1112,Riverdale,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,4,2020,crime
270811,1063,Carroll Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
403223,48,Elmhurst,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,3,2020,crime
197623,1502,Rossville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,4,2020,crime
403131,54,Sheepshead Bay,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
270928,1538,SoHo,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
275754,1466,Tottenville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,3,2020,crime
193285,45,Bensonhurst,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
274627,1627,Murray Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
270825,1448,Downtown,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
343205,56,Soundview,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,5,2020,crime
193640,59,Canarsie,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
25294,24,Jamaica,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
193406,44,Borough Park,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,3,2020,crime
20239,1346,Roosevelt Island,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,3,2020,crime
270817,41,Concourse,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,3,2020,crime
5837,173,Maspeth,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,3,2020,crime
270800,1257,Bay Terrace,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
343222,29,Williamsbridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,5,2020,crime
403202,1237,St. George,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,4,2020,crime
403222,23,Crown Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
194737,20,Flatbush,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
196350,1827,Midland Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,3,2020,crime
55801,1148,Glen Oaks,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
270828,30,East Harlem,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
270816,2238,Cobble Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
193189,174,Bay Ridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
272994,1273,Boerum Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
270958,3,Upper West Side,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,2020,crime
270815,491,Clinton Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
270850,189,Hamilton Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
199091,188,Woodside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,3,2020,crime
273478,497,Douglaston-Little Neck,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
270907,498,Pelham Bay,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,4,2020,crime
273860,143,Gramercy,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
270848,341,Greenpoint,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
195087,500,Great Kills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,4,2020,crime
274676,530,Kew Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
196338,369,Middle Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
275552,305,St. Albans,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
194318,300,Dyker Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
403217,153,Kensington,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
26254,539,Oakland Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
197044,109,Park Slope,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,2020,crime
195133,216,Greenwich Village,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,2020,crime
403206,465,Flatiron District,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,2020,crime
8349,444,College Point,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
276254,203,Chelsea,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,5,2020,crime
193182,128,Bath Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
275620,212,Sunnyside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
403215,126,Gravesend,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,4,2020,crime
57348,229,Kew Gardens Hills,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
343220,364,Kingsbridge,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,5,2020,crime
21970,464,Howard Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
37309,192,Bayside,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,6,2020,crime
193476,404,Brighton Beach,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
270835,405,Financial District,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,6,2020,crime
403221,350,Prospect Lefferts Gardens,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,6,2020,crime
270797,427,Auburndale,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
270886,121,Midwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Kings County,5,2020,crime
274117,113,Jackson Heights,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
276128,135,Richmond Hill,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
273653,542,Eltingville,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Richmond County,4,2020,crime
343210,310,Throggs Neck,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Bronx County,4,2020,crime
44302,387,Briarwood,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,5,2020,crime
270951,665,Tribeca,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,New York County,4,2020,crime
276060,279,Whitestone,Neighborhood,NY,NY,New York,New York-Newark-Jersey City,Queens County,4,2020,crime
